Song,Album,Genres,Year,Rank
Habits (Stay High),Queen Of The Clouds,"['swedish synthpop', 'swedish pop', 'metropopolis', 'pop', 'swedish electropop']",2014,32
Summer,Motion,"['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'pop']",2014,33
Boom Clap,SUCKER,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2014,34
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],"['east coast hip hop', 'gangster rap', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b']",2014,35
Anaconda,The Pinkprint (Deluxe),"['pop', 'hip pop', 'rap', 'queens hip hop']",2014,36
Break Free,My Everything (Deluxe),"['pop dance', 'edm', 'complextro', 'pop', 'german techno']",2014,37
Bailando - Spanish Version,SEX AND LOVE (Deluxe),"['mexican pop', 'dance pop', 'latin hip hop', 'cubaton', 'latin pop', 'electro latino']",2014,38
Burn,Halcyon Nights,"['pop', 'indietronica', 'metropopolis', 'uk pop']",2014,39
Wiggle (feat. Snoop Dogg),Talk Dirty,"['dance pop', 'g funk', 'gangster rap', 'pop rap', 'rap', 'hip hop', 'pop', 'west coast rap']",2014,40
Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),"['pop', 'uk dance', 'uk funky', 'uk pop']",2014,41
Don't Tell 'Em,Late Nights: The Album,"['chicago rap', 'southern hip hop', 'trap', 'cali rap', 'urban contemporary', 'rap', 'hip hop', 'pop rap', 'r&b']",2014,42
Show Me (feat. Chris Brown),My Own Lane (Expanded Edition),"['southern hip hop', 'trap', 'rap', 'pop rap', 'r&b']",2014,43
Wrecking Ball,Bangerz (Deluxe Version),['pop'],2014,44
Not a Bad Thing,The 20/20 Experience - 2 of 2 (Deluxe),"['pop', 'dance pop']",2014,45
Roar,PRISM,['pop'],2014,46
Ain’t It Fun,Summer Party Hits 2023,"['pop punk', 'candy pop', 'rock', 'pixie', 'modern rock', 'pop', 'pop emo']",2014,47
The Man,Lift Your Spirit,"['r&b', 'pop soul']",2014,48
This Is How We Roll,Here's To The Good Times...This Is How We Roll,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2014,49
Classic,MKTO,"['pop', 'post-teen pop']",2014,50
A Sky Full of Stars,Ghost Stories,"['pop', 'permanent wave']",2014,51
I Don’t Care,Summer Chart Hits,"['pop', 'canadian pop', 'uk pop']",2014,52
Na Na,Trigga,"['dance pop', 'southern hip hop', 'trap', 'urban contemporary', 'r&b']",2014,53
Hot Boy,Hot Boy,"['nyc rap', 'trap', 'rap']",2014,54
"Hold On, We're Going Home",Nothing Was The Same,"['toronto rap', 'canadian hip hop', 'canadian contemporary r&b', 'canadian pop', 'rap', 'hip hop']",2014,55
Sing,x (Deluxe Edition),"['pop', 'uk pop']",2014,56
Radioactive,Night Visions,"['pop', 'rock', 'modern rock']",2014,57
My Hitta,My Hitta,"['dirty south rap', 'southern hip hop', 'crunk', 'cali rap', 'trap', 'gangster rap', 'old school atlanta hip hop', 'atl hip hop', 'rap', 'hip hop', 'pop rap']",2014,58
Cool Kids,Talking Dreams (Deluxe Edition),"['viral pop', 'indie poptimism', 'electropop']",2014,59
Hey Brother,TRUE,"['pop', 'pop dance', 'edm']",2014,60
Trumpets,Talk Dirty,"['pop', 'dance pop']",2014,61
Animals,V,['pop'],2014,62
Burnin' It Down,"Old Boots, New Dirt","['country road', 'contemporary country', 'modern country rock', 'country']",2014,63
Play It Again,Crash My Party,"['country road', 'contemporary country', 'country']",2014,64
2 On (feat. ScHoolboy Q),Aquarius,"['dance pop', 'southern hip hop', 'trap', 'metropopolis', 'gangster rap', 'alternative r&b', 'urban contemporary', 'pop rap', 'rap', 'hip hop', 'pop', 'r&b']",2014,65
Dirt,Anything Goes,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'country']",2014,66
Love Runs Out,Native,"['pop', 'piano rock']",2014,67
Bottoms Up,Just As I Am,"['country road', 'contemporary country', 'modern country rock', 'country']",2014,68
Shower,Shower,"['urbano latino', 'latin viral pop', 'rap latina', 'latin pop', 'reggaeton']",2014,69
Me And My Broken Heart,Let The Road,"['pop', 'post-teen pop']",2014,70
Animals - Radio Edit,Animals,"['pop dance', 'edm', 'progressive house', 'dutch edm', 'pop']",2014,71
Lifestyle,Lifestyle,"['melodic rap', 'southern hip hop', 'trap', 'gangster rap', 'atl hip hop', 'atl trap', 'rap']",2014,72
American Kids,The Big Revival,"['country road', 'contemporary country', 'country']",2014,73
Brave,The Blessed Unrest,"['post-teen pop', 'acoustic pop', 'pop rock', 'lilith', 'neo mellow']",2014,74
Sweater Weather,I Love You.,"['pop', 'modern rock', 'pov: indie', 'modern alternative rock']",2014,75
Leave The Night On,Montevallo,"['contemporary country', 'country pop', 'country']",2014,76
New Flame (feat. Usher & Rick Ross),X (Expanded Edition),"['dance pop', 'dirty south rap', 'southern hip hop', 'trap', 'south carolina hip hop', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'contemporary r&b', 'hip hop', 'pop', 'r&b']",2014,77
Love Never Felt So Good - DM CLASSIC RADIO MIX,Love Never Felt So Good (David Morales and Eric Kupper Def Mix),"['tribal house', 'dance pop', 'vocal house', 'pop', 'r&b', 'soul', 'diva house']",2014,78
Drunk On A Plane,RISER,"['country road', 'contemporary country', 'country']",2014,79
Birthday,PRISM (Deluxe),['pop'],2014,80
Bartender,747,"['country dawn', 'contemporary country', 'country pop', 'country road', 'country']",2014,81
La La La,Hotel Cabana (Deluxe Version),"['pop', 'uk contemporary r&b', 'uk pop']",2014,82
Blurred Lines,Blurred Lines (Deluxe),"['pop', 'dance pop', 'neo soul', 'dirty south rap', 'southern hip hop', 'trap', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2014,83
Do What I Want,The Perfect LUV Tape,"['rage rap', 'melodic rap', 'philly rap', 'rap']",2014,84
Can't Remember to Forget You (feat. Rihanna),Shakira. (Expanded Edition) [Spanish Version],"['dance pop', 'barbadian pop', 'urban contemporary', 'colombian pop', 'pop', 'latin pop']",2014,85
Amnesia,5 Seconds Of Summer,"['pop', 'boy band']",2014,86
No Mediocre (feat. Iggy Azalea),Paperwork (Deluxe Explicit),"['pop', 'dirty south rap', 'dance pop', 'southern hip hop', 'trap', 'gangster rap', 'atl hip hop', 'rap', 'australian hip hop', 'hip hop', 'pop rap']",2014,87
Come with Me Now,Lunatic,"['south african rock', 'modern blues rock', 'modern alternative rock']",2014,88
Believe Me,Believe Me,"['new orleans rap', 'toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'hip hop', 'pop rap']",2014,89
23,23,"['southern hip hop', 'crunk', 'memphis hip hop', 'trap', 'pop rap', 'atl hip hop', 'rap', 'hip hop', 'pittsburgh rap', 'pop']",2014,90
Beachin',Days of Gold,"['country road', 'contemporary country', 'country']",2014,91
White Walls (feat. ScHoolboy Q & Hollis),The Heist,"['southern hip hop', 'trap', 'gangster rap', 'seattle hip hop', 'rap', 'hip hop', 'pop rap']",2014,92
She Looks So Perfect,5 Seconds Of Summer,"['pop', 'boy band']",2014,93
Stay The Night - Featuring Hayley Williams Of Paramore,Clarity (Deluxe),"['pop dance', 'art pop', 'edm', 'complextro', 'pop', 'german techno']",2014,94
Partition,BEYONCÉ [Platinum Edition],"['pop', 'r&b']",2014,95
Studio,Oxymoron (Deluxe),"['chicago rap', 'southern hip hop', 'trap', 'gangster rap', 'alternative r&b', 'rap', 'hip hop', 'pop rap']",2014,96
0 To 100 / The Catch Up,0 To 100 / The Catch Up,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2014,97
I Don't Dance,I Don't Dance (Deluxe Edition),"['country road', 'contemporary country', 'modern country rock', 'country']",2014,98
Adore You,Bangerz (Deluxe Version),['pop'],2014,100
Uptown Funk (feat. Bruno Mars),Uptown Special,"['pop', 'dance pop', 'pop soul']",2015,1
Thinking out Loud,x (Deluxe Edition),"['pop', 'uk pop']",2015,2
See You Again (feat. Kali Uchis),Flower Boy,"['colombian pop', 'rap', 'hip hop']",2015,3
Trap Queen,Fetty Wap (Deluxe),"['southern hip hop', 'trap', 'new jersey rap', 'rap', 'pop rap']",2015,4
Sugar,V,['pop'],2015,5
Shut Up and Dance,TALKING IS HARD,"['pop', 'modern rock', 'dance rock']",2015,6
Blank Space,1989,['pop'],2015,7
Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),"['pinoy hip hop', 'chicago bop']",2015,8
Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,9
The Hills,Beauty Behind The Madness,"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,10
Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,['reggae fusion'],2015,11
Can't Feel My Face,Mega Hits 2015,"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,12
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),"['pop', 'indietronica', 'metropopolis', 'uk pop']",2015,13
Take Me to Church,Hozier (Expanded Edition),"['pov: indie', 'pop', 'modern rock', 'irish singer-songwriter']",2015,14
Bad Blood,1989,['pop'],2015,15
Lean On,Peace Is The Mission (Extended),"['electro house', 'dance pop', 'pop dance', 'moombahton', 'edm', 'electropop', 'electronic trap', 'pop', 'danish pop']",2015,16
Want to Want Me,Everything Is 4,"['pop', 'dance pop']",2015,17
Shake It Off,1989,['pop'],2015,18
Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,"['pop', 'pop dance', 'moombahton', 'brostep', 'edm', 'complextro', 'tropical house', 'canadian pop', 'electro', 'electro house']",2015,19
Fight Song,Wildfire,"['viral pop', 'post-teen pop']",2015,20
679 (feat. Remy Boyz),679 (feat. Remy Boyz),"['southern hip hop', 'trap', 'new jersey rap', 'rap', 'pop rap']",2015,21
Lips Are Movin,Title (Deluxe),"['pop', 'hip pop']",2015,22
Worth It (feat. Kid Ink),Reflection (Deluxe),"['southern hip hop', 'girl group', 'trap', 'pop rap', 'rap', 'talent show', 'pop']",2015,23
Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,"['hip pop', 'dance pop', 'southern hip hop', 'trap', 'urban contemporary', 'rap', 'r&b']",2015,24
"Honey, I'm Good.",Magazines Or Novels,"['post-teen pop', 'neo mellow']",2015,25
good 4 u,SOUR,['pop'],2015,27
All About That Bass,Title (Deluxe),"['pop', 'hip pop']",2015,28
Style,1989,['pop'],2015,29
Hotline Bling,Views,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2015,30
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen (Deluxe),"['pop dance', 'dance pop', 'electro house', 'hip pop', 'edm', 'queens hip hop', 'progressive electro house', 'big room', 'rap', 'pop', 'dutch house']",2015,31
GDFR (feat. Sage the Gemini & Lookas),My House,"['electro house', 'dance pop', 'southern hip hop', 'brostep', 'trap', 'pop rap', 'miami hip hop', 'pop', 'hyphy', 'electronic trap']",2015,32
What Do You Mean?,BBQ Party 2023,"['pop', 'canadian pop']",2015,33
Photograph,Canzoni per dormire,"['pop', 'uk pop']",2015,34
Hello,25,"['pop', 'british soul', 'pop soul', 'uk pop']",2015,35
Stitches,Handwritten,"['viral pop', 'pop', 'canadian pop']",2015,36
Talking Body,Queen Of The Clouds,"['swedish synthpop', 'swedish pop', 'metropopolis', 'pop', 'swedish electropop']",2015,37
Jealous,Nick Jonas X2,"['pop', 'dance pop']",2015,38
Locked Away (feat. Adam Levine),What Dreams Are Made Of,"['deep talent show', 'reggae fusion', 'virgin islands reggae']",2015,40
Somebody,Somebody,"['chicago rap', 'southern hip hop', 'trap', 'pop rap', 'urban contemporary', 'viral trap', 'r&b']",2015,41
Centuries,American Beauty/American Psycho,"['pop punk', 'rock', 'modern rock', 'pop', 'emo']",2015,43
My Way (feat. Monty),Fetty Wap (Deluxe),"['southern hip hop', 'trap', 'new jersey rap', 'rap', 'viral trap', 'pop rap']",2015,44
Take Your Time,Montevallo,"['contemporary country', 'country pop', 'country']",2015,45
Animals,V,['pop'],2015,46
I Don't Fuck With You,Dark Sky Paradise,"['southern hip hop', 'detroit hip hop', 'oakland hip hop', 'trap', 'cali rap', 'gangster rap', 'rap', 'hip hop', 'pop rap', 'r&b', 'hyphy', 'west coast rap']",2015,47
Bitch Better Have My Money,Bitch Better Have My Money,"['pop', 'barbadian pop', 'urban contemporary']",2015,48
"Flex (Ooh, Ooh, Ooh)","Flex (Ooh, Ooh, Ooh) - Single","['trap', 'atl hip hop', 'rap', 'southern hip hop']",2015,49
Nasty Freestyle,Nasty Freestyle,"['viral trap', 'houston rap']",2015,50
Only,The Pinkprint (Deluxe),"['hip pop', 'queens hip hop', 'toronto rap', 'canadian hip hop', 'new orleans rap', 'trap', 'pop rap', 'canadian pop', 'rap', 'hip hop', 'pop', 'r&b']",2015,51
Elastic Heart,1000 Forms Of Fear (Deluxe Version),"['pop', 'australian dance', 'australian pop']",2015,52
Cool for the Summer,Confident,"['pop', 'post-teen pop']",2015,53
Renegades,VHS,"['stomp pop', 'modern rock', 'modern alternative rock']",2015,54
I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),"['dance pop', 'southern hip hop', 'crunk', 'trap', 'south carolina hip hop', 'urban contemporary', 'pop rap', 'atl hip hop', 'contemporary r&b', 'rap', 'memphis hip hop', 'pop', 'r&b']",2015,55
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),['pop'],2015,57
Stay With Me,In The Lonely Hour,"['pop', 'uk pop']",2015,58
You Know You Like It,And I was running far away,"['pop dance', 'house', 'uk dance', 'edm', 'electropop', 'tropical house', 'pop', 'electronic trap']",2015,59
Uma Thurman,American Beauty/American Psycho,"['pop punk', 'rock', 'modern rock', 'pop', 'emo']",2015,60
7/11,BEYONCÉ [Platinum Edition],"['pop', 'r&b']",2015,61
The Heart Wants What It Wants,The Heart Wants What It Wants,"['pop', 'post-teen pop']",2015,62
Girl Crush,Pain Killer,"['country road', 'contemporary country', 'country', 'country dawn']",2015,63
Slow Motion,Trigga Reloaded,"['dance pop', 'southern hip hop', 'trap', 'urban contemporary', 'r&b']",2015,64
Drag Me Down,Made In The A.M. (Deluxe Edition),"['pop', 'post-teen pop', 'talent show', 'boy band']",2015,65
Truffle Butter,Truffle Butter,"['hip pop', 'queens hip hop', 'toronto rap', 'canadian hip hop', 'new orleans rap', 'trap', 'pop rap', 'canadian pop', 'rap', 'hip hop', 'pop']",2015,66
One Last Time,My Everything (Deluxe),['pop'],2015,67
Chains,Nick Jonas X2,"['pop', 'dance pop']",2015,68
All Eyes on You (feat. Chris Brown & Nicki Minaj),Dreams Worth More Than Money,"['pop', 'hip pop', 'southern hip hop', 'queens hip hop', 'trap', 'pop rap', 'rap', 'hip hop', 'philly rap', 'r&b']",2015,69
No Type,SremmLife,"['melodic rap', 'trap', 'rap', 'mississippi hip hop']",2015,70
Riptide,Dream Your Life Away (Special Edition),"['folk-pop', 'modern rock']",2015,71
Classic Man (feat. Roman GianArthur),Classic Man (feat. Roman GianArthur),"['viral trap', 'neo r&b', 'ghanaian hip hop']",2015,72
Ex's & Oh's,Love Stuff,['modern blues rock'],2015,73
Dear Future Husband,Title (Deluxe),"['pop', 'hip pop']",2015,74
Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,"['viral pop', 'pop', 'hip pop']",2015,75
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),"['hip pop', 'neo soul', 'urban contemporary', 'pop soul', 'pop']",2015,76
Habits (Stay High),Queen Of The Clouds,"['swedish synthpop', 'swedish pop', 'metropopolis', 'pop', 'swedish electropop']",2015,77
The Hanging Tree,The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score),"['orchestral soundtrack', 'soundtrack']",2015,78
CoCo,CoCo,"['trap', 'southern hip hop']",2015,79
Bang Bang - Imanos & Gramercy Remix,Bang Bang (Remixes),"['hip pop', 'dance pop', 'queens hip hop', 'rap', 'pop']",2015,80
Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),"['neo soul', 'urban contemporary', 'pop soul', 'pop', 'uk pop']",2015,81
Tuesday (feat. Drake),I LOVE MAKONNEN,"['toronto rap', 'canadian hip hop', 'trap', 'atl hip hop', 'canadian pop', 'rap', 'hip hop', 'lgbtq+ hip hop']",2015,82
Hit the Quan - Original Version,Hit the Quan,"['viral trap', 'chicago bop']",2015,83
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",This Unruly Mess I've Made,"['bronx hip hop', 'harlem hip hop', 'old school hip hop', 'east coast hip hop', 'seattle hip hop', 'new jack swing', 'pop rap']",2015,84
House Party,Montevallo,"['contemporary country', 'country pop', 'country']",2015,85
Kick The Dust Up,Kill The Lights (Deluxe),"['country road', 'contemporary country', 'country']",2015,87
Blessings,Dark Sky Paradise,"['southern hip hop', 'toronto rap', 'detroit hip hop', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'hip hop', 'pop rap', 'r&b']",2015,88
Budapest,Wanted on Voyage (Expanded Edition),"['neo-singer-songwriter', 'folk-pop']",2015,89
Chandelier,1000 Forms Of Fear (Deluxe Version),"['pop', 'australian dance', 'australian pop']",2015,90
Heartbeat Song,Piece By Piece (Deluxe Version),"['pop', 'dance pop', 'talent show']",2015,91
I Don’t Care,Summer Chart Hits,"['pop', 'canadian pop', 'uk pop']",2015,92
Ghost,Chapter One,"['talent show', 'dance pop', 'uk pop']",2015,93
Here,Know-It-All,"['pop', 'canadian pop', 'canadian contemporary r&b']",2015,94
Waves - Robin Schulz Remix,Waves (Robin Schulz Remix),"['dirty south rap', 'southern hip hop', 'trap', 'gangster rap', 'tropical house', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2015,95
El Perdón (with Enrique Iglesias),Fénix,"['mexican pop', 'dance pop', 'urbano latino', 'latin hip hop', 'trap latino', 'latin pop', 'reggaeton']",2015,96
She Knows,Non-Fiction (Deluxe),"['dance pop', 'southern hip hop', 'crunk', 'trap', 'urban contemporary', 'pop rap', 'rap', 'memphis hip hop', 'pop', 'r&b']",2015,97
Night Changes,FOUR (Deluxe),"['pop', 'post-teen pop', 'talent show', 'boy band']",2015,98
Back To Back,Back To Back,"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2015,99
How Deep Is Your Love - Calvin Harris & R3hab Remix,How Deep Is Your Love (Remixes),"['electro house', 'dance pop', 'house', 'uk dance', 'pop dance', 'edm', 'progressive electro house', 'progressive house', 'tropical house', 'slap house', 'pop', 'dutch house']",2015,100
Love Yourself,Purpose (Deluxe),"['pop', 'canadian pop']",2016,1
Sorry,Purpose (Deluxe),"['pop', 'canadian pop']",2016,2
One Dance (TikTok Edit) - Remix,One Dance (TikTok Edit) [Remix],['sped up'],2016,3
Stressed Out,Blurryface,"['pop', 'rock', 'modern rock', 'pov: indie']",2016,5
Panda,Panda,"['southern hip hop', 'trap', 'rap', 'viral trap', 'pop rap']",2016,6
Hello,25,"['pop', 'british soul', 'pop soul', 'uk pop']",2016,7
Don't Let Me Down,Don't Let Me Down,"['pop', 'electropop', 'tropical house']",2016,8
Can't Stop the Feeling (Karaoke Version) [Originally Performed By Justin Timberlake],Zoom Karaoke Pop Chart Picks 2016 - Part 5,['karaoke'],2016,9
